Datetime,Total Demand,RRP,Precipitation (mm),Air Temp (C),Humidity (%),Wind Speed (km/h)
2000/01/01 01:30,4599.70167,13.22,NR,13.7,65.0,0.0
2000/01/01 02:00,4478.99,12.9,NR,13.6,63.0,0.0
2000/01/01 02:30,4228.81,12.4,NR,13.3,68.0,0.0
2000/01/01 03:00,3989.1,9.45,NR,14.1,60.0,3.6
2000/01/01 03:30,3783.93167,4.82,NR,13.5,67.0,1.8
2000/01/01 04:00,3631.17167,4.74,NR,13.0,71.0,3.6
2000/01/01 04:30,3518.08167,4.6,NR,12.7,71.0,5.4
2000/01/01 05:00,3467.88,5.12,NR,12.3,74.0,3.6
2000/01/01 05:30,3393.39667,4.33,NR,12.4,72.0,5.4
2000/01/01 06:00,3376.70333,4.33,NR,12.2,74.0,1.8
2000/01/01 06:30,3429.2,4.38,NR,12.3,73.0,3.6
2000/01/01 07:00,3530.56833,9.08,NR,12.6,72.0,5.4
2000/01/01 07:30,3462.615,8.84,NR,13.1,70.0,7.6
2000/01/01 08:00,3494.16667,9.47,NR,14.2,65.0,7.6
2000/01/01 08:30,3561.20333,11.22,NR,14.9,63.0,5.4
2000/01/01 09:00,3626.165,11.76,NR,15.9,56.0,9.4
2000/01/01 09:30,3668.91167,10.79,0.0,16.8,53.0,9.4
2000/01/01 10:00,3739.81167,12.11,0.1,17.5,53.0,7.6
2000/01/01 10:30,3763.12,12.1,0.1,18.2,47.0,7.6
2000/01/01 11:00,3788.46,12.04,0.1,18.9,44.0,9.4
2000/01/01 11:30,3817.395,9.37,0.1,19.5,37.0,11.2
2000/01/01 12:00,3767.77,9.37,0.1,19.9,35.0,11.2
2000/01/01 12:30,3723.31167,8.24,0.1,20.1,33.0,11.2
2000/01/01 13:00,3718.15333,8.21,0.1,19.8,31.0,11.2
2000/01/01 13:30,3724.93667,8.22,0.1,19.7,38.0,11.2
2000/01/01 14:00,3718.43667,8.22,0.1,19.6,42.0,5.4
2000/01/01 14:30,3694.44167,6.12,0.1,19.2,51.0,3.6
2000/01/01 15:00,3707.04167,7.04,0.1,19.3,51.0,7.6
2000/01/01 15:30,3734.84,7.49,0.1,20.0,48.0,5.4
2000/01/01 16:00,3823.265,8.23,0.1,19.7,42.0,7.6
2000/01/01 16:30,3857.70333,8.21,0.1,20.9,39.0,7.6
2000/01/01 17:00,3957.37,10.85,0.1,21.1,37.0,7.6
2000/01/01 17:30,3938.97,9.89,0.1,20.3,44.0,7.6
2000/01/01 18:00,3939.78,11.64,0.1,19.8,48.0,1.8
2000/01/01 18:30,3931.095,11.64,0.1,20.7,46.0,1.8
2000/01/01 19:00,3910.88833,11.64,0.1,19.8,45.0,5.4
2000/01/01 19:30,3921.34,11.7,0.1,18.8,53.0,3.6
2000/01/01 20:00,4013.48,12.12,0.1,18.1,56.0,1.8
2000/01/01 20:30,4125.56333,12.22,0.1,17.8,57.0,3.6
2000/01/01 21:00,4132.46333,12.21,0.1,17.2,57.0,1.8
2000/01/01 21:30,4076.41833,12.23,0.1,16.6,60.0,1.8
2000/01/01 22:00,3962.30333,12.19,0.1,16.0,61.0,1.8
2000/01/01 22:30,3935.64,12.19,0.1,16.3,59.0,1.8
2000/01/01 23:00,3935.03333,12.17,0.1,16.0,62.0,1.8
2000/01/01 23:30,4355.33833,12.82,0.1,15.8,61.0,3.6
2000/01/02 00:00,4318.56167,12.34,0.1,15.6,62.0,1.8
2000/01/02 00:30,4176.185,10.09,0.1,15.4,62.0,5.4
2000/01/02 01:00,4051.70167,9.05,0.1,14.9,64.0,5.4
2000/01/02 01:30,4381.80167,11.31,0.1,14.5,65.0,3.6
2000/01/02 02:00,4266.53333,8.14,0.1,14.0,65.0,3.6
2000/01/02 02:30,4046.365,6.94,0.1,13.6,64.0,3.6
2000/01/02 03:00,3828.565,4.82,0.1,13.4,67.0,1.8
2000/01/02 03:30,3708.24167,4.38,0.1,13.1,67.0,1.8
2000/01/02 04:00,3599.26833,4.33,0.1,12.5,72.0,0.0
2000/01/02 04:30,3538.95333,3.11,0.1,12.9,68.0,1.8
2000/01/02 05:00,3502.02667,3.92,0.1,12.2,73.0,1.8
2000/01/02 05:30,3463.245,3.92,0.1,12.2,73.0,3.6
2000/01/02 06:00,3511.21167,4.33,0.1,11.9,75.0,1.8
2000/01/02 06:30,3587.63833,6.15,0.1,11.9,75.0,3.6
2000/01/02 07:00,3711.34667,8.22,0.1,12.2,74.0,1.8
2000/01/02 07:30,3707.33667,8.53,0.1,12.7,71.0,7.6
2000/01/02 08:00,3769.35333,11.53,0.1,14.1,65.0,5.4
2000/01/02 08:30,3894.96,12.07,0.1,15.2,63.0,3.6
2000/01/02 09:00,3955.60667,12.3,0.1,16.0,58.0,3.6
2000/01/02 09:30,4021.06167,12.51,0.0,17.4,53.0,5.4
2000/01/02 10:00,4013.11667,12.59,0.0,18.2,49.0,7.6
2000/01/02 10:30,4075.255,12.71,0.0,18.0,49.0,3.6
2000/01/02 11:00,4095.69667,12.82,0.0,19.3,45.0,3.6
2000/01/02 11:30,4100.285,12.82,0.0,20.0,45.0,7.6
2000/01/02 12:00,4096.62167,12.8,0.0,20.5,47.0,7.6
2000/01/02 12:30,4096.26333,12.62,0.0,20.5,47.0,5.4
2000/01/02 13:00,4091.11833,12.62,0.0,21.0,45.0,3.6
2000/01/02 13:30,4082.39167,12.61,0.0,22.0,44.0,5.4
2000/01/02 14:00,4063.87667,12.4,0.0,21.1,46.0,3.6
2000/01/02 14:30,4065.61667,12.37,0.0,22.8,42.0,3.6
2000/01/02 15:00,4079.405,12.49,0.0,22.7,38.0,5.4
2000/01/02 15:30,4109.75,12.62,0.0,23.9,40.0,5.4
2000/01/02 16:00,4192.68333,12.85,0.0,23.5,41.0,3.6
2000/01/02 16:30,4210.41833,12.75,0.0,24.0,38.0,3.6
2000/01/02 17:00,4248.28833,12.91,0.0,22.7,45.0,3.6
2000/01/02 17:30,4254.07,12.88,0.0,22.2,47.0,3.6
2000/01/02 18:00,4243.30333,12.43,0.0,22.6,45.0,3.6
2000/01/02 18:30,4202.37167,12.41,0.0,23.1,43.0,3.6
2000/01/02 19:00,4127.45167,12.33,0.0,21.7,48.0,1.8
2000/01/02 19:30,4098.17833,12.3,0.0,21.2,49.0,3.6
2000/01/02 20:00,4151.41,12.38,0.0,20.9,52.0,1.8
2000/01/02 20:30,4266.90833,12.59,0.0,20.5,63.0,1.8
2000/01/02 21:00,4273.38833,12.59,0.0,20.0,70.0,1.8
2000/01/02 21:30,4204.415,12.43,0.0,19.6,73.0,0.0
2000/01/02 22:00,4116.195,12.3,0.0,19.2,77.0,1.8
2000/01/02 22:30,4077.19333,12.22,0.0,19.1,76.0,0.0
2000/01/02 23:00,4067.60833,12.19,0.0,19.0,73.0,1.8
2000/01/02 23:30,4481.16333,12.95,0.0,18.5,73.0,0.0
2000/01/03 00:00,4452.81167,12.64,0.0,18.3,73.0,0.0
2000/01/03 00:30,4299.03833,9.83,0.0,17.8,74.0,1.8
2000/01/03 01:00,4154.86667,9.67,0.0,17.4,76.0,1.8
2000/01/03 01:30,4445.24167,11.45,0.0,17.1,77.0,1.8
2000/01/03 02:00,4332.64833,8.12,0.0,16.5,81.0,0.0
2000/01/03 02:30,4108.40167,4.54,0.0,16.3,81.0,0.0
2000/01/03 03:00,3886.66,4.33,0.0,15.8,83.0,0.0
2000/01/03 03:30,3762.98333,5.58,0.0,15.9,81.0,0.0
2000/01/03 04:00,3673.40833,4.38,0.0,15.5,82.0,0.0
2000/01/03 04:30,3613.88667,4.42,0.0,15.4,81.0,0.0
2000/01/03 05:00,3620.27833,4.87,0.0,15.1,81.0,3.6
2000/01/03 05:30,3620.69667,4.47,0.0,15.1,80.0,3.6
2000/01/03 06:00,3657.18833,7.0,0.0,15.4,77.0,0.0
2000/01/03 06:30,3767.905,7.73,0.0,15.6,78.0,0.0
2000/01/03 07:00,3884.24667,8.24,0.0,16.7,71.0,0.0
2000/01/03 07:30,3844.115,10.02,0.0,17.7,62.0,5.4
2000/01/03 08:00,3956.47167,12.05,0.0,20.6,50.0,3.6
2000/01/03 08:30,4047.56,12.12,0.0,22.0,46.0,5.4
2000/01/03 09:00,4139.03,12.23,0.0,20.7,51.0,9.4
2000/01/03 09:30,4261.55333,12.35,0.0,22.0,47.0,9.4
2000/01/03 10:00,4332.92,12.31,0.0,24.9,40.0,11.2
2000/01/03 10:30,4400.87333,12.43,0.0,25.6,35.0,11.2
2000/01/03 11:00,4409.785,12.47,0.0,26.2,33.0,13.0
2000/01/03 11:30,4451.14667,12.64,0.0,26.7,32.0,11.2
2000/01/03 12:00,4462.47,12.69,0.0,27.8,30.0,11.2
2000/01/03 12:30,4465.59167,12.64,0.0,27.9,29.0,14.8
2000/01/03 13:00,4476.56,12.76,0.0,27.7,30.0,13.0
2000/01/03 13:30,4484.81,12.85,0.0,28.2,32.0,11.2
2000/01/03 14:00,4479.21,12.92,0.0,29.2,30.0,11.2
2000/01/03 14:30,4455.40333,12.87,0.0,28.9,31.0,7.6
2000/01/03 15:00,4435.21667,12.83,0.0,28.8,29.0,7.6
2000/01/03 16:00,4509.66,12.82,0.0,21.7,66.0,5.4
2000/01/03 16:30,4564.11667,12.9,0.0,21.5,68.0,3.6
2000/01/03 17:00,4585.22333,13.01,0.0,21.7,64.0,5.4
2000/01/03 17:30,4498.25333,12.87,0.0,20.2,68.0,7.6
2000/01/03 18:00,4403.94333,12.73,0.0,19.3,71.0,9.4
2000/01/03 18:30,4306.185,12.49,0.0,18.8,72.0,5.4
2000/01/03 19:00,4222.25667,12.35,0.0,18.5,71.0,5.4
2000/01/03 19:30,4192.94833,12.29,0.0,18.6,70.0,1.8
2000/01/03 20:00,4257.15,12.35,0.0,18.3,69.0,3.6
2000/01/03 20:30,4333.90333,12.52,0.0,18.0,68.0,3.6
2000/01/03 21:00,4321.54167,12.56,0.0,17.7,69.0,1.8
2000/01/03 21:30,4189.25833,12.35,0.0,17.6,67.0,0.0
2000/01/03 22:00,4085.26333,12.21,0.0,17.4,69.0,0.0
2000/01/03 22:30,4021.36833,12.13,0.0,17.4,70.0,1.8
2000/01/03 23:00,4015.88833,12.13,0.0,17.0,70.0,3.6
2000/01/03 23:30,4487.31667,13.63,0.0,16.9,67.0,5.4
2000/01/04 00:00,4520.08333,13.11,0.0,16.9,67.0,3.6
2000/01/04 00:30,4381.36667,12.74,0.0,16.6,70.0,5.4
2000/01/04 01:00,4251.52167,12.32,0.0,16.8,69.0,3.6
2000/01/04 01:30,4563.49167,12.92,0.0,16.8,66.0,5.4
2000/01/04 02:00,4437.59333,12.56,0.0,16.5,71.0,1.8
2000/01/04 02:30,4201.53333,9.93,0.0,16.2,73.0,3.6
2000/01/04 03:00,4024.945,8.29,0.0,16.0,74.0,1.8
2000/01/04 03:30,3883.56833,6.85,0.0,15.8,74.0,0.0
2000/01/04 04:00,3791.38167,6.63,0.0,15.6,80.0,0.0
2000/01/04 04:30,3772.65667,7.37,2.0,13.9,95.0,0.0
2000/01/04 05:00,3822.75,10.29,2.5,14.2,92.0,3.6
2000/01/04 05:30,3988.8,12.24,3.4,14.0,89.0,9.4
2000/01/04 06:00,4148.55833,12.56,3.4,13.9,85.0,7.6
2000/01/04 06:30,4374.88667,13.25,3.4,12.0,83.0,14.8
2000/01/04 07:00,4621.74167,13.85,3.4,12.3,74.0,11.2
2000/01/04 07:30,4572.19333,13.99,3.4,12.5,72.0,11.2
2000/01/04 08:00,4633.435,13.99,3.4,12.9,70.0,11.2
2000/01/04 08:30,4729.725,13.99,3.4,13.8,63.0,11.2
2000/01/04 09:00,4763.65167,14.03,3.4,14.2,65.0,11.2
2000/01/04 09:30,4815.13667,14.08,0.0,14.3,70.0,13.0
2000/01/04 10:00,4800.45,13.99,0.0,13.8,76.0,13.0
2000/01/04 10:30,4853.08,14.0,0.0,15.1,73.0,9.4
2000/01/04 11:00,4883.64667,14.19,0.0,16.4,64.0,11.2
2000/01/04 13:00,4845.285,14.21,NR,17.8,64.0,11.2
2000/01/04 13:30,4836.23833,14.2,NR,16.1,77.0,11.2
2000/01/04 14:00,4826.44167,14.23,NR,15.0,79.0,11.2
2000/01/04 14:30,4797.32333,14.1,NR,17.1,66.0,9.4
2000/01/04 15:00,4790.59833,13.98,NR,17.8,57.0,11.2
2000/01/04 15:30,4786.49667,13.97,NR,18.4,51.0,7.6
2000/01/04 16:00,4838.41667,14.03,NR,17.2,53.0,9.4
2000/01/04 16:30,4888.0,13.97,NR,17.6,52.0,11.2
2000/01/04 17:00,4918.15,13.99,NR,18.1,47.0,13.0
2000/01/04 17:30,4861.535,13.99,NR,18.4,46.0,9.4
2000/01/04 18:00,4794.28333,13.98,NR,17.4,48.0,7.6
2000/01/04 18:30,4665.27,13.5,NR,16.0,53.0,11.2
2000/01/04 19:00,4592.83167,13.95,NR,15.6,54.0,11.2
2000/01/04 19:30,4597.385,14.16,NR,15.7,49.0,9.4
2000/01/04 20:00,4629.91,14.34,NR,14.7,61.0,9.4
2000/01/04 20:30,4610.88167,16.53,NR,15.2,55.0,9.4
2000/01/04 21:00,4528.82333,14.44,NR,15.1,57.0,11.2
2000/01/04 21:30,4401.08333,14.8,NR,14.4,68.0,9.4
2000/01/04 22:00,4268.8,16.95,NR,14.7,61.0,9.4
2000/01/04 22:30,4153.85167,15.03,NR,14.4,70.0,7.6
2000/01/04 23:00,4112.785,15.32,NR,14.6,66.0,9.4
2000/01/04 23:30,4605.96,28.09,NR,14.5,65.0,9.4
2000/01/05 00:00,4592.53,16.4,NR,14.4,57.0,9.4
2000/01/05 00:30,4480.805,16.99,NR,14.4,59.0,9.4
2000/01/05 01:00,4342.18333,14.68,NR,14.3,58.0,9.4
2000/01/05 01:30,4663.67333,16.16,NR,14.3,57.0,9.4
2000/01/05 02:00,4541.715,15.03,NR,14.0,59.0,7.6
2000/01/05 02:30,4335.83167,13.99,NR,14.0,57.0,7.6
2000/01/05 03:00,4143.82,13.61,NR,13.9,56.0,9.4
2000/01/05 03:30,4011.265,13.25,NR,13.9,56.0,11.2
2000/01/05 04:00,3913.095,12.81,NR,13.9,58.0,11.2
2000/01/05 04:30,3901.08167,13.27,NR,13.8,56.0,9.4
2000/01/05 05:00,3935.43167,13.38,NR,13.6,55.0,11.2
2000/01/05 05:30,4118.235,13.88,NR,13.7,54.0,11.2
2000/01/05 06:00,4320.65833,14.51,NR,14.0,52.0,5.4
2000/01/05 06:30,4600.86,17.42,NR,14.2,53.0,5.4
2000/01/05 07:00,4815.99667,16.99,NR,14.4,57.0,7.6
2000/01/05 07:30,4790.42833,17.44,NR,14.7,56.0,11.2
2000/01/05 08:00,4822.40833,14.85,NR,14.8,56.0,5.4
2000/01/05 08:30,4918.13667,20.25,NR,14.8,60.0,9.4
2000/01/05 09:00,4939.12667,14.3,NR,14.4,66.0,7.6
2000/01/05 09:30,4991.93,14.05,0.0,14.3,74.0,7.6
2000/01/05 10:00,4995.22833,14.04,0.0,14.4,72.0,7.6
2000/01/05 10:30,5000.36833,14.11,0.0,16.0,55.0,5.4
2000/01/05 11:00,4986.955,14.16,0.0,16.2,54.0,5.4
2000/01/05 11:30,4968.06667,14.07,0.0,16.8,54.0,7.6
2000/01/05 12:00,4950.295,14.04,0.0,17.1,56.0,5.4
2000/01/05 12:30,4933.14833,14.13,0.0,16.8,59.0,7.6
2000/01/05 13:00,4914.0,14.12,0.0,17.3,52.0,7.6
2000/01/05 13:30,4921.36333,14.12,0.0,17.0,60.0,5.4
2000/01/05 14:00,4920.30667,14.05,0.0,16.6,64.0,7.6
2000/01/05 14:30,4911.935,14.12,0.0,16.2,66.0,3.6
2000/01/05 15:00,4885.91167,14.17,0.0,16.6,64.0,9.4
2000/01/05 15:30,4904.11667,14.17,0.0,17.1,61.0,7.6
2000/01/05 16:00,4957.32333,14.18,0.0,17.5,60.0,7.6
2000/01/05 16:30,4963.03333,14.13,0.0,17.7,57.0,7.6
2000/01/05 17:00,4913.68333,14.09,0.0,18.2,58.0,7.6
2000/01/05 17:30,4811.51667,13.89,0.0,18.0,58.0,5.4
2000/01/05 18:00,4674.95167,13.67,0.0,17.9,59.0,5.4
2000/01/05 18:30,4538.54,13.32,0.0,17.1,60.0,5.4
2000/01/05 19:00,4461.96,13.15,0.0,17.0,61.0,5.4
2000/01/05 19:30,4404.09667,13.02,0.0,17.0,60.0,3.6
2000/01/05 20:00,4468.315,13.25,0.0,16.4,64.0,3.6
2000/01/05 20:30,4565.62167,13.6,0.0,16.1,65.0,3.6
2000/01/05 21:00,4544.715,13.6,0.0,15.9,67.0,1.8
2000/01/05 21:30,4448.61,13.89,0.0,15.7,71.0,1.8
2000/01/05 22:00,4345.28833,13.86,0.0,15.8,69.0,3.6
2000/01/05 22:30,4266.74667,13.85,0.0,15.7,70.0,0.0
2000/01/05 23:00,4236.20333,13.87,0.0,15.8,70.0,1.8
2000/01/05 23:30,4714.38,14.79,0.0,15.6,72.0,0.0
2000/01/06 00:00,4740.23167,14.52,0.0,15.1,74.0,1.8
2000/01/06 00:30,4607.40333,14.09,0.0,15.4,73.0,1.8
2000/01/06 01:00,4443.795,13.93,0.0,15.2,74.0,0.0
2000/01/06 01:30,4747.11333,14.06,0.0,15.4,71.0,1.8
2000/01/06 02:00,4625.20333,13.77,0.0,15.2,74.0,3.6
2000/01/06 02:30,4406.54667,11.81,0.0,15.0,72.0,1.8
2000/01/06 03:00,4191.07333,8.89,0.0,14.9,73.0,0.0
2000/01/06 03:30,4040.39667,7.15,0.0,15.0,72.0,1.8
2000/01/06 04:00,3969.065,8.18,0.0,14.5,77.0,3.6
2000/01/06 04:30,3995.895,12.22,0.0,14.3,78.0,3.6
2000/01/06 05:00,4043.33833,12.23,0.0,14.4,76.0,3.6
2000/01/06 05:30,4193.35833,12.66,0.0,14.6,72.0,3.6
2000/01/06 06:00,4370.00167,13.13,0.0,14.6,71.0,0.0
2000/01/06 06:30,4655.42,15.13,0.0,14.6,72.0,3.6
2000/01/06 07:00,4914.305,17.48,0.0,15.2,70.0,3.6
2000/01/06 07:30,4863.15333,20.61,0.0,16.2,66.0,3.6
2000/01/06 08:00,4890.16333,20.06,0.0,16.0,67.0,1.8
2000/01/06 08:30,4937.44667,23.65,0.0,16.8,66.0,0.0
2000/01/06 09:00,4962.12,18.1,0.0,16.6,64.0,5.4
2000/01/06 09:30,4980.37833,14.46,0.0,17.2,63.0,3.6
2000/01/06 10:00,4972.855,14.38,0.0,17.2,65.0,3.6
2000/01/06 10:30,4996.74667,13.92,0.0,18.1,60.0,5.4
2000/01/06 11:00,4979.145,13.86,0.0,17.7,61.0,5.4
2000/01/06 11:30,4771.305,13.09,0.0,17.7,63.0,7.6
2000/01/06 12:00,4990.86,13.85,0.0,18.5,59.0,7.6
2000/01/06 12:30,5000.475,13.77,0.0,18.4,63.0,9.4
2000/01/06 13:00,5001.535,13.77,0.0,18.8,62.0,5.4
2000/01/06 13:30,4985.47667,13.71,0.0,19.7,60.0,9.4
2000/01/06 14:00,4956.48833,13.44,0.0,20.0,60.0,5.4
2000/01/06 14:30,4963.65167,13.35,0.0,19.7,61.0,5.4
2000/01/06 15:00,4955.08167,13.23,0.0,19.8,56.0,9.4
2000/01/06 15:30,4972.94667,13.71,0.0,19.7,57.0,5.4
2000/01/06 16:00,5031.39,13.36,0.0,20.0,57.0,9.4
2000/01/06 16:30,5062.125,13.44,0.0,19.3,61.0,9.4
2000/01/06 17:00,5063.65833,13.43,0.0,19.8,59.0,7.6
2000/01/06 17:30,4954.50333,13.14,0.0,19.4,62.0,7.6
2000/01/06 18:00,4805.08167,13.3,0.0,19.7,62.0,7.6
2000/01/06 18:30,4672.075,12.94,0.0,18.8,64.0,7.6
2000/01/06 19:00,4581.36,12.62,0.0,18.9,63.0,7.6
2000/01/06 19:30,4516.67667,12.7,0.0,18.8,68.0,5.4
2000/01/06 20:00,4548.49167,12.84,0.0,19.0,61.0,3.6
2000/01/06 20:30,4623.66833,13.04,0.0,18.2,66.0,3.6
2000/01/06 21:00,4574.055,12.52,0.0,17.9,64.0,3.6
2000/01/06 21:30,4489.33667,13.01,0.0,17.0,69.0,3.6
2000/01/06 22:00,4374.08667,12.9,0.0,17.1,65.0,3.6
2000/01/06 22:30,4297.90167,13.2,0.0,16.9,65.0,3.6
2000/01/06 23:00,4297.68667,12.99,0.0,16.5,70.0,1.8
2000/01/06 23:30,4764.815,15.61,0.0,16.3,72.0,1.8
2000/01/07 00:00,4740.75667,14.17,0.0,15.9,75.0,1.8
2000/01/07 00:30,4633.48333,13.5,0.0,15.5,80.0,1.8
2000/01/07 01:00,4460.30167,13.08,0.0,15.6,78.0,3.6
2000/01/07 01:30,4747.48333,13.78,0.0,15.5,77.0,3.6
2000/01/07 02:00,4611.71,13.19,0.0,15.5,78.0,1.8
2000/01/07 02:30,4396.94,11.65,0.0,15.1,79.0,3.6
2000/01/07 03:00,4174.745,7.41,0.0,14.9,79.0,3.6
2000/01/07 03:30,4053.185,4.56,0.0,14.9,76.0,5.4
2000/01/07 04:00,3975.15167,4.51,0.0,14.5,74.0,3.6
2000/01/07 04:30,3957.65333,11.64,0.0,14.1,73.0,5.4
2000/01/07 05:00,4008.40333,11.64,0.0,13.5,73.0,3.6
2000/01/07 05:30,4178.03167,12.26,0.0,13.2,74.0,1.8
2000/01/07 06:00,4373.09667,12.72,0.0,12.9,75.0,0.0
2000/01/07 06:30,4640.215,13.04,0.0,13.3,71.0,1.8
2000/01/07 07:00,4871.82333,13.79,0.0,14.1,65.0,1.8
2000/01/07 07:30,4812.86833,12.76,0.0,14.4,64.0,5.4
2000/01/07 08:00,4884.48667,13.0,0.0,14.8,63.0,5.4
2000/01/07 08:30,4969.62,13.04,0.0,15.9,55.0,7.6
2000/01/07 09:00,4950.805,12.85,0.0,16.8,52.0,7.6
2000/01/07 09:30,4970.245,12.86,0.0,17.3,53.0,7.6
2000/01/07 10:00,4986.98167,13.42,0.0,18.6,48.0,7.6
2000/01/07 10:30,5017.27667,13.45,0.0,18.4,46.0,7.6
2000/01/07 11:00,5027.135,13.98,0.0,18.7,47.0,7.6
2000/01/07 11:30,5039.78333,14.03,0.0,20.6,43.0,7.6
2000/01/07 12:00,5061.03333,14.48,0.0,21.8,41.0,7.6
2000/01/07 12:30,5048.22,15.46,0.0,22.1,40.0,9.4
2000/01/07 13:00,5026.68833,14.91,0.0,22.7,39.0,9.4
2000/01/07 13:30,5026.88167,15.64,0.0,22.7,44.0,7.6
2000/01/07 14:00,5018.25833,14.76,0.0,22.7,41.0,5.4
2000/01/07 14:30,4990.7,15.64,0.0,23.5,36.0,11.2
2000/01/07 15:00,4989.83833,14.83,0.0,23.6,33.0,11.2
2000/01/07 15:30,5028.255,14.87,0.0,23.3,39.0,9.4
2000/01/07 16:00,5072.12833,15.26,0.0,22.1,53.0,3.6
2000/01/07 16:30,5067.80167,15.01,0.0,22.0,53.0,5.4
2000/01/07 17:00,5043.56833,15.55,0.0,22.1,55.0,9.4
2000/01/07 17:30,4901.76333,14.25,0.0,20.7,60.0,5.4
2000/01/07 18:00,4762.08167,13.85,0.0,20.5,61.0,5.4
2000/01/07 18:30,4624.20667,13.54,0.0,20.9,60.0,1.8
2000/01/07 19:00,4548.13333,13.37,0.0,20.6,63.0,1.8
2000/01/07 19:30,4504.11,13.31,0.0,20.4,64.0,0.0
2000/01/07 20:00,4503.24,13.38,0.0,21.6,42.0,7.6
2000/01/07 20:30,4565.85333,13.55,0.0,21.1,44.0,5.4
2000/01/07 21:00,4513.37333,13.41,0.0,20.3,48.0,5.4
2000/01/07 21:30,4432.04667,13.56,0.0,19.6,50.0,5.4
2000/01/07 22:00,4314.12333,13.36,0.0,18.9,53.0,7.6
2000/01/07 22:30,4298.27,15.45,0.0,18.4,56.0,5.4
2000/01/07 23:00,4308.87167,16.78,0.0,17.7,59.0,7.6
2000/01/07 23:30,4785.81667,21.63,0.0,17.2,59.0,9.4
2000/01/08 00:00,4772.515,18.04,0.0,16.8,61.0,9.4
2000/01/08 00:30,4618.84833,14.78,0.0,16.5,63.0,9.4
2000/01/08 01:00,4448.98167,13.74,0.0,16.1,66.0,9.4
2000/01/08 01:30,4725.59167,16.99,0.0,16.0,66.0,5.4
2000/01/08 02:00,4593.65,15.11,0.0,15.6,68.0,9.4
2000/01/08 02:30,4369.93667,13.07,0.0,14.9,75.0,1.8
2000/01/08 03:00,4169.51333,12.59,0.0,14.4,77.0,0.0
2000/01/08 03:30,4018.56,9.53,0.0,14.1,78.0,0.0
2000/01/08 04:00,3912.83,9.27,0.0,13.9,79.0,0.0
2000/01/08 04:30,3898.79833,8.46,0.0,13.9,78.0,0.0
2000/01/08 05:00,3859.99167,8.47,0.0,13.3,82.0,0.0
2000/01/08 05:30,3897.02,9.28,0.0,12.8,86.0,0.0
2000/01/08 06:00,3968.18667,12.21,0.0,13.0,85.0,0.0
2000/01/08 06:30,4102.04833,12.41,0.0,12.8,87.0,0.0
2000/01/08 07:00,4264.42833,12.69,0.0,13.1,85.0,0.0
2000/01/08 07:30,4264.725,12.72,0.0,13.9,82.0,0.0
2000/01/08 08:00,4359.95167,12.83,0.0,15.4,75.0,1.8
2000/01/08 08:30,4473.865,13.88,0.0,16.5,70.0,0.0
2000/01/08 09:00,4560.77333,14.89,0.0,17.8,67.0,0.0
2000/01/08 09:30,4613.25333,14.95,0.0,18.6,62.0,0.0
2000/01/08 10:00,4658.01167,15.3,0.0,19.0,61.0,5.4
2000/01/08 10:30,4655.48,14.73,0.0,21.0,54.0,3.6
2000/01/08 11:00,4667.62833,14.51,0.0,22.2,50.0,7.6
2000/01/08 11:30,4671.44667,14.76,0.0,23.1,47.0,3.6
2000/01/08 12:00,4645.595,14.21,0.0,23.3,47.0,3.6
2000/01/08 12:30,4621.875,14.06,0.0,26.1,41.0,1.8
2000/01/08 13:00,4626.19667,14.15,0.0,26.5,39.0,3.6
2000/01/08 13:30,4663.845,14.06,0.0,26.7,41.0,7.6
2000/01/08 14:00,4634.26167,13.88,0.0,26.0,42.0,1.8
2000/01/08 14:30,4668.21667,13.86,0.0,26.9,40.0,3.6
2000/01/08 15:00,4686.76,13.89,0.0,27.6,38.0,3.6
2000/01/08 15:30,4707.22333,14.34,0.0,28.6,34.0,1.8
2000/01/08 16:00,4771.72167,14.89,0.0,27.6,39.0,5.4
2000/01/08 16:30,4784.67333,14.55,0.0,27.5,38.0,5.4
2000/01/08 17:00,4832.265,14.85,0.0,28.6,37.0,3.6
2000/01/08 17:30,4787.08167,14.48,0.0,28.9,34.0,9.4
2000/01/08 18:00,4752.32,14.46,0.0,28.3,35.0,11.2
2000/01/08 18:30,4651.44,13.85,0.0,28.2,36.0,11.2
2000/01/08 19:00,4568.405,13.41,0.0,27.0,37.0,14.8
2000/01/08 19:30,4495.23833,13.33,0.0,26.5,38.0,13.0
2000/01/08 20:00,4494.04667,13.23,0.0,25.8,41.0,9.4
2000/01/08 20:30,4592.25333,13.46,0.0,25.1,41.0,11.2
2000/01/08 21:00,4587.45667,13.42,0.0,24.4,44.0,9.4
2000/01/08 21:30,4495.615,13.29,0.0,23.8,46.0,9.4
2000/01/08 22:00,4405.25333,13.5,0.0,23.0,48.0,11.2
2000/01/08 22:30,4366.81667,13.5,0.0,22.4,50.0,9.4
2000/01/08 23:00,4365.155,13.41,0.0,22.0,52.0,9.4
2000/01/08 23:30,4745.80167,14.22,0.0,21.8,53.0,7.6
2000/01/09 00:00,4713.7,13.87,0.0,20.5,62.0,1.8
2000/01/09 00:30,4544.38,13.54,0.0,19.9,64.0,0.0
2000/01/09 01:00,4396.08167,13.37,0.0,19.7,64.0,0.0
2000/01/09 01:30,4690.98,14.03,0.0,20.7,57.0,5.4
2000/01/09 02:00,4528.44167,13.54,0.0,20.4,59.0,0.0
